Trienio,Semestre,Curso_Limpo,Campus,Turno,Min,Max,Media,N
2022-2024,2°,ARTES CÊNICAS - INTERPRETAÇÃO TEATRAL (BACHARELADO),DARCY RIBEIRO,DIURNO,24.18,24.18,24.18,1
2022-2024,2°,ARTES VISUAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,-49.153,-49.153,-49.153,1
2022-2024,2°,ARTES VISUAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,-25.519,9.382,-12.755,15
2022-2024,2°,ARTES VISUAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,-39.726,-33.606,-36.129,4
2022-2024,2°,ARTES VISUAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,-45.271,-45.271,-45.271,1
2022-2024,2°,ARTES VISUAIS (LICENCIATURA),DARCY RIBEIRO,DIURNO,-7.957,70.753,14.688,7
2022-2024,2°,ARTES VISUAIS (LICENCIATURA),DARCY RIBEIRO,DIURNO,-45.491,-13.026,-28.384,5
2022-2024,2°,ARTES VISUAIS (LICENCIATURA),DARCY RIBEIRO,DIURNO,-78.146,-63.095,-70.62,2
2022-2024,2°,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-77.641,-40.932,-62.406,3
2022-2024,2°,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-13.439,20.763,-0.877,11
2022-2024,2°,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-27.618,-16.232,-21.771,8
2022-2024,2°,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-37.2,-31.041,-35.117,6
2022-2024,2°,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,97.634,98.556,98.095,2
2022-2024,2°,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,111.639,126.56,120.076,9
2022-2024,2°,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,104.006,109.801,106.339,4
2022-2024,2°,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,99.084,101.412,100.102,4
2022-2024,2°,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-3.609,-3.609,-3.609,1
2022-2024,2°,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-0.707,27.872,14.549,23
2022-2024,2°,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-2.432,-0.988,-1.829,5
2022-2024,2°,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-3.204,-3.204,-3.204,1
2022-2024,2°,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,-4.116,55.263,46.217,10
2022-2024,2°,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,45.298,47.377,46.667,3
2022-2024,2°,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,-102.261,-10.854,-46.555,26
2022-2024,2°,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,31.405,39.718,36.877,3
2022-2024,2°,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,39.969,131.29,61.161,30
2022-2024,2°,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,29.981,50.926,42.398,13
2022-2024,2°,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,26.17,41.003,35.126,6
2022-2024,2°,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,-105.03,-44.569,-64.398,11
2022-2024,2°,COMUNICAÇÃO ORGANIZACIONAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,-98.302,-18.384,-50.399,9
2022-2024,2°,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,105.101,105.101,105.101,1
2022-2024,2°,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,108.006,117.929,113.563,12
2022-2024,2°,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,36.274,82.163,75.671,14
2022-2024,2°,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,107.299,107.836,107.495,4
2022-2024,2°,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,74.722,74.722,74.722,1
2022-2024,2°,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,105.184,105.184,105.184,1
2022-2024,2°,EDUCAÇÃO FÍSICA CICLO BÁSICO (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-45.535,-43.199,-44.416,7
2022-2024,2°,EDUCAÇÃO FÍSICA CICLO BÁSICO (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-27.052,-13.512,-21.439,21
2022-2024,2°,EDUCAÇÃO FÍSICA CICLO BÁSICO (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-37.731,-27.43,-32.063,13
2022-2024,2°,EDUCAÇÃO FÍSICA CICLO BÁSICO (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-42.886,-37.816,-40.319,10
2022-2024,2°,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,5.869,7.472,6.918,3
2022-2024,2°,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,-6.622,-6.135,-6.378,2
2022-2024,2°,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,21.198,33.032,28.295,9
2022-2024,2°,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,2.383,9.145,5.105,11
2022-2024,2°,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,10.996,20.627,15.822,7
2022-2024,2°,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,-3.917,2.269,-1.895,5
2022-2024,2°,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,9.043,10.857,9.881,4
2022-2024,2°,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,-5.909,-5.899,-5.904,2
2022-2024,2°,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,-8.597,-8.597,-8.597,1
2022-2024,2°,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,34.504,63.663,50.974,18
2022-2024,2°,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,11.482,30.265,18.683,8
2022-2024,2°,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,-4.884,11.187,3.271,4
2022-2024,2°,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,-53.525,84.476,15.476,2
2022-2024,2°,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,102.972,115.572,108.181,9
2022-2024,2°,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,90.767,102.746,95.424,6
2022-2024,2°,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,-40.454,86.497,2.607,3
2022-2024,2°,ENGENHARIA DE PRODUÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,-66.153,14.375,-16.564,15
2022-2024,2°,ENGENHARIA DE REDES DE COMUNICAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,-50.195,-2.835,-22.541,18
2022-2024,2°,ENGENHARIA DE REDES DE COMUNICAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,-61.976,-57.14,-59.558,2
2022-2024,2°,ENGENHARIA ELÉTRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-52.004,-11.328,-32.947,7
2022-2024,2°,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-39.537,37.891,6.895,29
2022-2024,2°,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-105.128,7.343,-31.366,20
2022-2024,2°,ENGENHARIA QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-31.736,-21.119,-27.063,4
2022-2024,2°,ENGENHARIAS (BACHARELADOS),GAMA,DIURNO,-2.835,3.305,0.735,14
2022-2024,2°,ENGENHARIAS (BACHARELADOS),GAMA,DIURNO,24.317,50.424,36.852,82
2022-2024,2°,ENGENHARIAS (BACHARELADOS),GAMA,DIURNO,8.172,24.073,14.849,60
2022-2024,2°,ENGENHARIAS (BACHARELADOS),GAMA,DIURNO,3.342,8.11,5.745,23
2022-2024,2°,ESTATÍSTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-86.083,-0.406,-27.472,7
2022-2024,2°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,14.094,14.094,14.094,1
2022-2024,2°,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,-36.105,-29.613,-33.127,5
2022-2024,2°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,27.53,42.869,32.944,10
2022-2024,2°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,-73.721,-9.583,-45.877,12
2022-2024,2°,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,0.278,14.814,6.864,10
2022-2024,2°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,19.233,27.426,23.951,6
2022-2024,2°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,-79.778,-79.778,-79.778,1
2022-2024,2°,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,-20.738,0.0,-9.859,12
2022-2024,2°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,17.691,17.691,17.691,1
2022-2024,2°,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,-29.172,-21.913,-25.971,5
2022-2024,2°,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,-3.235,-1.856,-2.546,2
2022-2024,2°,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,3.438,16.934,11.039,11
2022-2024,2°,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,-0.392,65.751,17.297,4
2022-2024,2°,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,-0.982,-0.982,-0.982,1
2022-2024,2°,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,-39.262,-39.262,-39.262,1
2022-2024,2°,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,-19.871,0.53,-9.698,11
2022-2024,2°,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,-27.147,-19.971,-24.955,4
2022-2024,2°,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,-37.258,-29.84,-34.058,3
2022-2024,2°,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-39.676,-33.053,-36.364,2
2022-2024,2°,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-8.561,17.254,3.71,9
2022-2024,2°,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-15.948,-10.567,-13.028,6
2022-2024,2°,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-28.694,-16.106,-22.506,4
2022-2024,2°,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,-52.428,78.377,-3.287,15
2022-2024,2°,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,-63.287,63.073,-11.768,5
2022-2024,2°,LÍNGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-15.468,4.023,-7.051,5
2022-2024,2°,LÍNGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-16.187,-16.187,-16.187,1
2022-2024,2°,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-45.165,-44.559,-44.862,2
2022-2024,2°,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-22.941,-4.114,-15.92,6
2022-2024,2°,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-38.262,-28.055,-32.054,6
2022-2024,2°,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-38.598,-38.598,-38.598,1
2022-2024,2°,MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-65.029,17.561,-29.29,13
2022-2024,2°,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,143.785,173.057,163.456,10
2022-2024,2°,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,161.184,162.156,161.711,4
2022-2024,2°,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,161.143,161.143,161.143,1
2022-2024,2°,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,38.121,39.27,38.696,2
2022-2024,2°,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,0.0,63.333,51.301,10
2022-2024,2°,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,50.181,52.381,51.407,3
2022-2024,2°,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,49.503,49.623,49.563,2
2022-2024,2°,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,21.939,23.694,22.816,2
2022-2024,2°,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,0.0,81.421,46.35,9
2022-2024,2°,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,35.081,41.259,37.676,6
2022-2024,2°,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,24.426,30.721,27.229,4
2022-2024,2°,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,59.352,71.127,65.905,6
2022-2024,2°,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,49.738,51.04,50.389,2
2022-2024,2°,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,47.89,47.89,47.89,1
2022-2024,2°,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-71.523,-19.368,-41.167,29
2022-2024,2°,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-93.951,-71.531,-83.921,7
2022-2024,2°,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,73.199,73.199,73.199,1
2022-2024,2°,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,31.367,93.909,82.108,12
2022-2024,2°,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,78.311,79.199,78.755,2
2022-2024,2°,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,74.931,74.931,74.931,1
2022-2024,2°,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-87.245,-65.166,-76.206,2
2022-2024,2°,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,4.306,32.131,14.938,13
2022-2024,2°,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-44.712,-0.982,-25.109,11
2022-2024,2°,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-52.302,-45.49,-49.505,5
2022-2024,2°,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,68.855,80.765,75.168,11
2022-2024,2°,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,67.194,68.461,67.945,3
2022-2024,2°,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,66.8,66.8,66.8,1
2022-2024,2°,TERAPIA OCUPACIONAL (BACHARELADO),CEILÂNDIA,DIURNO,-40.381,-12.674,-29.779,14
2022-2024,2°,TERAPIA OCUPACIONAL (BACHARELADO),CEILÂNDIA,DIURNO,-52.551,-41.452,-45.97,10
2022-2024,2°,TERAPIA OCUPACIONAL (BACHARELADO),CEILÂNDIA,DIURNO,-59.686,-53.233,-56.46,2
2021-2023,1°,(BACHARELADO),DARCY RIBEIRO,DIURNO,-47.775,48.385,16.708,10
2021-2023,1°,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,26.201,41.215,34.903,6
2021-2023,1°,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,-27.681,-20.428,-24.838,5
2021-2023,1°,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,46.485,94.873,67.672,13
2021-2023,1°,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,-17.276,52.003,3.05,20
2021-2023,1°,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-20.694,-11.948,-16.861,7
2021-2023,1°,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-7.422,85.304,30.123,18
2021-2023,1°,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,83.25,88.804,85.264,3
2021-2023,1°,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,59.498,59.498,59.498,1
2021-2023,1°,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,89.757,125.136,106.657,9
2021-2023,1°,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,61.623,87.641,73.7,6
2021-2023,1°,ARQUIVOLOGIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,-55.63,-13.001,-36.353,7
2021-2023,1°,ARTES CÊNICAS - INTERPRETAÇÃO TEATRAL (BACHARELADO),DARCY RIBEIRO,DIURNO,4.851,4.851,4.851,1
2021-2023,1°,ARTES CÊNICAS - INTERPRETAÇÃO TEATRAL (BACHARELADO),DARCY RIBEIRO,DIURNO,9.492,24.387,17.074,3
2021-2023,1°,ARTES VISUAIS (BACHARELADO)*,DARCY RIBEIRO,DIURNO,-17.763,-17.763,-17.763,1
2021-2023,1°,ARTES VISUAIS (BACHARELADO)*,DARCY RIBEIRO,DIURNO,-13.782,47.739,18.207,12
2021-2023,1°,BIBLIOTECONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-99.731,-84.284,-92.008,2
2021-2023,1°,BIBLIOTECONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-82.692,28.164,-30.141,12
2021-2023,1°,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,60.904,67.92,65.259,4
2021-2023,1°,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,68.301,132.613,105.849,9
2021-2023,1°,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,142.133,143.901,142.961,6
2021-2023,1°,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,143.984,188.751,162.971,9
2021-2023,1°,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,47.383,49.469,48.426,2
2021-2023,1°,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,51.775,76.944,61.081,10
2021-2023,1°,CIÊNCIAS AMBIENTAIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,-51.442,9.203,-35.451,6
2021-2023,1°,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,79.249,85.136,83.014,4
2021-2023,1°,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,92.094,139.272,110.734,9
2021-2023,1°,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,-3.138,11.663,4.373,9
2021-2023,1°,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,12.567,74.209,31.703,18
2021-2023,1°,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,-69.227,45.134,-23.407,10
2021-2023,1°,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,-19.3,102.218,35.645,27
2021-2023,1°,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,3.024,150.5,63.676,43
2021-2023,1°,CIÊNCIAS NATURAIS (LICENCIATURA),PLANALTINA,DIURNO,-85.11,9.258,-35.664,7
2021-2023,1°,CIÊNCIAS NATURAIS (LICENCIATURA),PLANALTINA,NOTURNO,-52.216,-52.216,-52.216,1
2021-2023,1°,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,-42.998,-32.86,-38.805,4
2021-2023,1°,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,-26.5,71.725,16.501,18
2021-2023,1°,COMUNICAÇÃO ORGANIZACIONAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,-77.466,-36.857,-61.946,3
2021-2023,1°,COMUNICAÇÃO ORGANIZACIONAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,-28.122,57.848,3.862,17
2021-2023,1°,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,116.335,119.669,118.106,5
2021-2023,1°,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,100.214,101.333,100.774,2
2021-2023,1°,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,0.0,173.239,136.065,16
2021-2023,1°,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,101.522,131.453,115.029,13
2021-2023,1°,EDUCAÇÃO FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,15.322,15.792,15.557,2
2021-2023,1°,EDUCAÇÃO FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,15.802,78.06,37.344,10
2021-2023,1°,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-23.616,-13.376,-19.242,4
2021-2023,1°,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-13.216,39.102,7.44,11
2021-2023,1°,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,46.302,59.158,52.898,6
2021-2023,1°,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,36.848,36.848,36.848,1
2021-2023,1°,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,59.656,128.899,82.107,9
2021-2023,1°,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,0.0,65.958,44.558,12
2021-2023,1°,ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-20.516,16.71,-1.639,8
2021-2023,1°,ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,22.496,67.115,40.008,13
2021-2023,1°,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,56.995,65.463,61.278,6
2021-2023,1°,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,66.769,120.301,81.052,9
2021-2023,1°,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,112.925,115.943,114.581,3
2021-2023,1°,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,120.445,156.459,129.858,9
2021-2023,1°,ENGENHARIA DE PRODUÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,-75.749,-75.749,-75.749,1
2021-2023,1°,ENGENHARIA DE PRODUÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,-75.158,104.096,34.657,21
2021-2023,1°,ENGENHARIA DE REDES DE COMUNICAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,11.369,15.026,12.446,4
2021-2023,1°,ENGENHARIA DE REDES DE COMUNICAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,12.192,61.652,34.03,10
2021-2023,1°,ENGENHARIA ELÉTRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,82.499,113.283,93.841,8
2021-2023,1°,ENGENHARIA ELÉTRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,125.478,156.3,138.025,9
2021-2023,1°,ENGENHARIA FLORESTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-53.021,42.301,-9.659,7
2021-2023,1°,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1.84,75.494,42.979,16
2021-2023,1°,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,71.137,156.247,113.725,23
2021-2023,1°,ENGENHARIA QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,41.337,59.603,52.757,8
2021-2023,1°,ENGENHARIA QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,61.647,136.761,92.855,12
2021-2023,1°,ENGENHARIAS (BACHARELADOS),GAMA,DIURNO,52.524,69.581,59.562,32
2021-2023,1°,ENGENHARIAS (BACHARELADOS),GAMA,DIURNO,70.386,144.063,93.318,63
2021-2023,1°,ESTATÍSTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,10.746,29.808,20.535,8
2021-2023,1°,ESTATÍSTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,30.096,136.549,69.72,15
2021-2023,1°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,61.479,68.425,64.53,4
2021-2023,1°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,1.36,19.158,8.25,3
2021-2023,1°,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,3.385,10.436,7.512,5
2021-2023,1°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,76.858,148.69,98.041,9
2021-2023,1°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,19.242,88.621,39.864,5
2021-2023,1°,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,11.818,63.743,30.517,11
2021-2023,1°,FILOSOFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-46.731,-37.081,-42.115,3
2021-2023,1°,FILOSOFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-30.256,34.653,-4.29,11
2021-2023,1°,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,21.889,30.867,27.484,5
2021-2023,1°,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,31.089,79.217,44.944,11
2021-2023,1°,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,11.271,18.276,14.29,3
2021-2023,1°,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,27.297,64.645,37.151,7
2021-2023,1°,FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-30.858,-11.265,-21.036,4
2021-2023,1°,FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-7.206,141.578,52.321,10
